blast_count_7d,avg_blast_intensity,rainfall_mm_24h,rainfall_mm_7d,crack_count_7d,avg_crack_score,critical_crack_flag,elevation_m,area_sq_km,days_since_inspection,is_monsoon,risk_score,risk_label
7,2.49,0.0,0.0,8,0.311,0,548.4,477.3,59,0,0.2414,yellow
7,3.67,0.0,0.0,6,0.367,0,482.6,402.4,45,0,0.247,yellow
17,2.05,0.0,22.33,0,0.0,0,545.4,115.0,46,0,0.2287,green
2,6.61,0.0,0.0,5,0.925,1,631.8,64.7,54,0,0.2989,yellow
11,9.66,0.0,0.0,5,0.439,0,608.1,63.2,57,0,0.3243,yellow
4,6.71,0.0,0.0,2,0.161,0,445.6,334.2,43,0,0.156,green
11,1.24,6.59,0.0,6,0.242,0,396.4,492.8,19,0,0.2434,yellow
9,1.49,0.0,0.0,4,0.324,0,514.3,65.9,56,0,0.2261,green
9,6.76,0.0,0.0,8,0.003,0,506.7,104.7,76,0,0.2731,yellow
9,5.59,6.7,56.28,5,0.155,0,642.8,460.8,21,1,0.2609,yellow
6,2.39,0.0,0.0,10,0.731,1,710.3,33.6,85,0,0.3403,yellow
16,4.37,0.0,8.65,10,0.466,0,461.7,427.7,80,0,0.4138,yellow
8,5.7,0.0,24.84,2,0.053,0,308.2,317.2,56,1,0.24,yellow
0,0.0,0.0,0.0,6,0.045,0,322.9,124.1,79,0,0.1119,green
10,5.24,13.64,19.93,7,0.346,0,515.5,123.7,35,0,0.266,yellow
15,2.64,0.0,5.07,8,0.697,1,604.2,134.9,84,1,0.4728,yellow
7,6.38,0.19,145.26,8,0.492,0,640.0,287.7,82,1,0.3887,yellow
14,1.2,3.3,9.78,3,0.515,0,696.1,47.3,54,0,0.2924,yellow
9,6.58,0.0,0.0,10,0.977,1,768.3,185.7,15,0,0.4309,yellow
14,4.56,0.0,0.0,10,0.605,0,569.8,93.4,56,0,0.3648,yellow
1,9.11,0.0,0.0,6,0.468,0,608.1,314.5,81,0,0.2493,yellow
14,5.61,0.0,0.64,6,0.618,0,405.0,24.1,70,0,0.3695,yellow
3,3.42,0.0,0.18,10,0.839,1,637.6,191.0,80,0,0.3496,yellow
15,2.13,0.0,0.0,11,0.175,0,669.6,335.3,23,0,0.3664,yellow
13,2.86,43.23,103.96,3,0.149,0,546.1,372.3,53,1,0.3207,yellow
9,6.45,0.0,0.0,7,0.196,0,638.0,402.7,33,0,0.2568,yellow
0,0.0,0.0,0.0,10,0.314,0,424.5,314.1,59,0,0.1692,green
4,8.23,0.0,0.0,8,0.8,1,503.3,194.9,83,0,0.3823,yellow
12,8.0,0.0,0.0,9,0.833,1,522.6,263.3,12,0,0.44,yellow
10,4.94,0.0,71.2,9,0.111,0,676.8,99.7,69,1,0.3144,yellow
14,2.38,0.0,0.0,7,0.427,0,739.6,264.4,31,0,0.3186,yellow
6,7.79,0.0,4.51,1,0.527,0,344.4,382.3,49,0,0.2001,green
9,9.73,0.0,1.27,6,0.384,0,588.9,455.1,51,0,0.2959,yellow
10,4.27,19.35,90.92,0,0.0,0,244.1,254.2,45,1,0.2116,green
11,6.25,0.0,0.0,3,0.075,0,469.4,56.5,29,0,0.2309,green
9,3.59,0.0,0.0,6,0.046,0,741.3,275.0,74,0,0.231,green
15,9.55,1.03,0.0,2,0.552,0,767.0,263.8,57,0,0.3443,yellow
4,5.66,0.0,159.2,8,0.012,0,399.2,40.5,31,1,0.2305,green
11,2.84,0.0,0.0,1,0.511,0,247.5,297.8,79,0,0.284,yellow
14,5.95,0.0,0.0,3,0.899,1,664.1,436.9,40,0,0.4039,yellow
2,9.16,0.0,0.0,11,0.903,1,242.5,194.5,45,0,0.3536,yellow
15,2.27,2.69,60.42,7,0.328,0,425.6,449.6,57,1,0.3782,yellow
13,9.03,0.0,0.0,2,0.034,0,696.2,149.5,88,0,0.2812,yellow
17,4.41,0.0,0.0,0,0.0,0,505.8,361.3,54,0,0.2611,yellow
15,6.1,1.2,37.72,10,0.561,0,761.7,407.1,56,0,0.3886,yellow
0,0.0,0.0,0.0,11,0.988,1,657.9,291.1,48,0,0.2427,yellow
6,3.07,0.0,0.0,4,0.797,1,710.9,315.4,16,0,0.2996,yellow
10,6.26,1.02,15.84,1,0.362,0,761.2,432.7,28,1,0.3021,yellow
16,9.7,0.0,13.66,2,0.062,0,738.6,28.6,75,0,0.281,yellow
10,1.64,1.95,0.0,6,0.766,1,318.2,314.0,74,1,0.4105,yellow
17,9.32,0.0,0.0,10,0.979,1,341.6,92.6,37,0,0.5228,orange
16,3.56,0.0,0.0,5,0.04,0,300.0,232.1,1,0,0.2624,yellow
3,4.99,0.0,66.05,6,0.479,0,311.9,68.9,78,1,0.3007,yellow
14,8.06,0.0,26.67,3,0.644,0,783.3,489.3,16,1,0.3847,yellow
4,6.47,1.06,4.2,6,0.449,0,334.1,161.7,59,1,0.3107,yellow
11,7.69,1.81,40.41,2,0.97,1,236.5,63.0,1,0,0.3393,yellow
10,6.91,0.0,0.0,9,0.197,0,296.3,114.5,79,0,0.3297,yellow
17,3.67,9.49,35.4,6,0.209,0,571.5,130.6,34,1,0.3845,yellow
10,7.11,0.0,0.0,0,0.0,0,469.6,448.0,30,0,0.1837,green
1,9.4,0.0,11.19,3,0.815,1,455.3,57.4,6,1,0.3005,yellow
15,4.26,0.0,3.66,3,0.708,1,640.4,149.9,16,1,0.4001,yellow
5,8.1,0.0,0.0,7,0.602,0,680.6,309.3,46,0,0.2868,yellow
10,8.06,2.45,10.2,0,0.0,0,699.6,61.6,71,1,0.2188,green
8,5.59,0.0,0.46,6,0.185,0,656.0,111.3,31,0,0.2646,yellow
13,5.99,0.0,0.0,3,0.513,0,250.7,240.0,88,0,0.3593,yellow
11,5.91,0.0,0.0,5,0.85,1,412.4,281.6,61,0,0.403,yellow
11,4.37,0.42,0.0,3,0.304,0,462.4,42.2,41,0,0.2057,green
3,3.31,0.0,29.93,11,0.822,1,226.7,478.5,18,0,0.3017,yellow
16,1.35,0.0,0.0,11,0.353,0,246.1,379.0,50,0,0.3783,yellow
1,8.46,0.0,0.0,3,0.006,0,496.4,186.7,42,0,0.1057,green
2,2.08,0.69,13.28,7,0.527,0,301.9,402.2,23,1,0.267,yellow
6,3.92,0.28,95.14,3,0.564,0,711.4,199.2,29,1,0.2369,green
8,3.64,0.17,18.5,4,0.721,1,619.9,479.7,59,1,0.3745,yellow
15,3.63,0.0,91.69,2,0.234,0,422.8,82.2,21,1,0.2733,yellow
7,8.08,0.0,15.57,7,0.228,0,261.1,367.2,77,1,0.3379,yellow
4,6.71,0.0,0.0,2,0.965,1,576.4,84.8,65,0,0.2644,yellow
9,3.15,0.0,0.0,6,0.391,0,440.4,336.2,1,0,0.2513,yellow
17,4.36,0.0,0.0,5,0.975,1,585.2,236.1,53,0,0.435,yellow
16,4.17,0.0,0.0,6,0.296,0,270.6,208.3,77,0,0.3285,yellow
17,6.1,0.21,68.39,11,0.163,0,528.4,319.1,85,1,0.4946,orange
3,5.05,47.58,144.63,0,0.0,0,650.5,80.5,75,1,0.2571,yellow
2,1.02,0.0,0.0,3,0.444,0,343.3,138.8,43,0,0.1489,green
13,6.06,0.75,28.01,9,0.568,0,678.9,267.5,39,0,0.372,yellow
16,7.85,0.0,1.92,2,0.016,0,301.1,67.9,35,0,0.2795,yellow
9,7.66,0.0,0.0,2,0.699,1,494.9,443.9,85,0,0.3266,yellow
6,5.56,0.0,4.22,10,0.198,0,330.9,319.5,74,1,0.3344,yellow
9,4.48,0.0,13.51,6,0.804,1,582.9,41.8,21,0,0.3583,yellow
7,8.71,0.0,0.0,0,0.0,0,417.5,131.4,45,0,0.1453,green
9,7.74,0.0,0.0,5,0.36,0,435.0,398.8,83,0,0.2824,yellow
6,7.47,0.0,0.0,7,0.447,0,685.9,129.3,15,0,0.2621,yellow
9,6.41,0.0,0.0,0,0.0,0,460.0,278.2,14,0,0.1299,green
9,3.66,0.0,0.0,10,0.169,0,677.5,10.6,69,0,0.3154,yellow
1,5.58,0.0,43.98,6,0.499,0,565.1,449.9,66,1,0.2885,yellow
10,2.05,0.61,39.83,1,0.504,0,682.5,279.5,55,1,0.2315,green
11,6.49,0.0,0.0,4,0.905,1,320.4,494.9,62,0,0.385,yellow
9,1.16,0.25,11.31,8,0.618,0,616.6,115.0,49,1,0.3754,yellow
0,0.0,0.0,5.07,5,0.115,0,668.6,363.1,36,1,0.1163,green
12,4.54,0.21,63.37,9,0.819,1,577.7,361.1,4,1,0.4242,yellow
2,9.7,0.0,0.0,1,0.162,0,218.1,369.0,64,0,0.1647,green
3,7.14,35.44,507.21,1,0.815,1,415.5,245.2,21,1,0.3352,yellow
5,6.36,0.0,0.0,1,0.35,0,663.1,315.0,1,0,0.1508,green
16,3.12,0.0,0.0,8,0.583,0,223.2,252.7,84,0,0.367,yellow
7,2.45,0.0,0.0,5,0.595,0,786.0,230.1,31,0,0.2317,green
2,8.95,0.0,0.0,11,0.472,0,346.3,181.1,41,0,0.2995,yellow
13,6.8,0.05,36.73,1,0.179,0,377.3,488.1,45,1,0.2604,yellow
8,7.36,0.0,0.0,4,0.279,0,754.1,498.0,62,0,0.2641,yellow
16,7.24,0.16,40.23,1,0.48,0,488.9,166.1,63,1,0.3715,yellow
3,5.06,0.0,0.0,6,0.423,0,789.5,86.8,39,0,0.206,green
13,4.49,0.0,14.49,11,0.502,0,415.7,78.3,47,0,0.4007,yellow
7,4.4,0.0,11.36,4,0.019,0,791.3,189.9,60,0,0.1765,green
10,4.08,21.95,54.73,7,0.202,0,386.8,299.2,52,1,0.3167,yellow
14,7.3,0.0,0.0,1,0.331,0,797.8,184.3,15,0,0.294,yellow
7,9.3,0.0,28.79,3,0.266,0,509.0,245.2,81,0,0.2536,yellow
2,9.41,12.1,21.62,0,0.0,0,364.4,461.2,56,1,0.2139,green
11,2.55,0.0,3.4,8,0.102,0,741.4,318.8,4,0,0.256,yellow
17,4.66,0.0,0.0,10,0.541,0,759.6,244.4,45,0,0.3795,yellow
14,8.13,0.0,0.0,0,0.0,0,638.9,478.2,49,0,0.2761,yellow
16,6.71,0.0,0.0,3,0.895,1,283.0,426.5,56,0,0.4134,yellow
10,1.8,0.0,0.0,5,0.714,1,675.6,252.1,4,0,0.2865,yellow
17,5.76,3.12,3.38,1,0.734,1,752.8,133.3,25,0,0.4207,yellow
9,5.98,4.22,89.45,7,0.543,0,290.4,440.5,59,1,0.4179,yellow
8,8.03,0.0,1.09,2,0.897,1,231.9,308.6,34,0,0.334,yellow
17,1.6,0.0,0.0,7,0.235,0,705.9,428.0,14,0,0.2901,yellow
6,6.03,0.0,0.0,10,0.947,1,723.2,132.8,43,0,0.376,yellow
3,2.05,0.0,0.0,5,0.814,1,709.2,92.9,71,0,0.2597,yellow
17,8.07,0.45,0.0,8,0.392,0,244.9,242.8,11,0,0.4228,yellow
2,7.81,3.64,18.61,9,0.715,1,421.7,217.4,77,0,0.3607,yellow
15,8.36,0.0,63.87,9,0.932,1,756.4,108.3,10,0,0.5267,orange
4,2.52,0.0,0.0,5,0.607,0,398.6,260.0,15,0,0.1846,green
11,1.82,0.0,0.0,9,0.489,0,693.6,146.6,77,0,0.3017,yellow
6,3.15,0.0,0.0,5,0.835,1,315.5,357.6,13,0,0.3138,yellow
17,2.79,0.24,2.26,2,0.448,0,784.0,495.3,78,1,0.3723,yellow
10,5.63,22.96,9.46,3,0.681,1,525.8,407.2,64,1,0.4254,yellow
2,2.93,0.0,7.69,10,0.281,0,504.2,388.9,68,0,0.2264,green
6,5.59,0.0,24.82,7,0.774,1,369.2,151.1,28,0,0.3219,yellow
6,9.58,0.0,0.06,0,0.0,0,585.0,438.6,11,0,0.1236,green
7,2.38,0.0,0.0,4,0.88,1,260.5,78.9,62,0,0.3111,yellow
2,5.83,0.0,0.0,3,0.351,0,405.7,170.1,10,0,0.1369,green
6,2.19,1.57,39.52,6,0.514,0,711.2,324.5,74,1,0.2872,yellow
14,1.68,0.0,0.0,9,0.48,0,594.9,222.0,53,0,0.3516,yellow
0,0.0,0.0,0.0,11,0.697,1,315.9,35.7,72,0,0.3,yellow
6,7.54,0.0,0.0,0,0.0,0,276.0,191.2,59,0,0.1656,green
16,4.64,8.46,219.34,5,0.627,0,206.9,384.0,12,1,0.3804,yellow
3,6.36,0.0,43.65,11,0.78,1,495.4,476.2,45,0,0.362,yellow
2,6.53,0.0,1.9,3,0.972,1,630.4,418.7,34,0,0.2939,yellow
0,0.0,0.0,0.11,0,0.0,0,457.4,18.6,52,0,0.0342,green
15,9.08,0.0,208.18,6,0.198,0,782.6,72.5,18,1,0.4095,yellow
3,6.27,34.66,290.2,10,0.319,0,663.4,486.0,41,1,0.3137,yellow
16,5.13,0.25,21.23,9,0.161,0,602.8,406.4,48,0,0.3572,yellow
4,4.67,0.0,0.0,0,0.0,0,469.9,329.2,40,0,0.0884,green
2,8.17,34.71,335.7,2,0.218,0,306.0,185.6,4,1,0.2433,yellow
7,1.26,0.0,0.0,10,0.234,0,232.2,220.3,15,0,0.2369,green
1,8.73,0.0,0.0,7,0.253,0,482.9,183.4,87,0,0.2285,green
6,5.17,0.0,0.0,3,0.237,0,523.8,87.9,88,0,0.2284,green
12,2.64,0.0,0.0,2,0.062,0,249.0,156.3,34,0,0.1525,green
6,9.62,0.0,0.0,8,0.103,0,204.7,37.0,61,0,0.2473,yellow
7,3.62,0.0,29.92,7,0.79,1,752.9,68.3,79,0,0.331,yellow
10,8.03,0.0,67.84,8,0.354,0,616.6,471.2,32,1,0.3814,yellow
9,5.65,1.48,13.31,9,0.588,0,568.9,361.0,74,1,0.3931,yellow
12,4.55,0.0,14.8,5,0.956,1,272.2,68.4,85,0,0.4141,yellow
5,3.48,0.0,0.0,7,0.37,0,685.2,141.9,74,0,0.2263,green
14,9.47,0.0,0.0,0,0.0,0,664.9,139.2,30,0,0.2657,yellow
9,8.38,0.0,0.0,9,0.528,0,217.6,38.5,47,0,0.3143,yellow
14,7.39,0.0,0.0,4,0.105,0,616.1,99.1,10,0,0.2339,green
12,4.85,10.24,36.17,1,0.965,1,560.7,408.5,67,1,0.454,yellow
8,7.8,0.0,17.18,6,0.924,1,269.2,165.8,25,0,0.3352,yellow
8,4.61,0.0,0.0,11,0.148,0,228.5,324.2,80,0,0.2707,yellow
6,5.86,0.28,71.88,0,0.0,0,650.9,98.7,23,1,0.1548,green
5,2.53,0.0,0.0,10,0.321,0,253.9,203.0,15,0,0.2184,green
10,5.91,0.0,0.0,3,0.697,1,762.0,126.3,76,0,0.3643,yellow
0,0.0,0.0,0.0,7,0.968,1,414.1,78.5,62,0,0.2647,yellow
10,9.92,0.0,67.78,2,0.537,0,214.4,134.3,6,1,0.3252,yellow
4,7.22,7.9,80.76,2,0.932,1,701.0,293.5,10,1,0.3537,yellow
3,6.63,0.0,0.0,8,0.408,0,555.6,27.6,3,0,0.276,yellow
11,9.61,0.0,0.0,4,0.845,1,604.4,426.1,78,0,0.4065,yellow
9,5.32,0.0,0.0,6,0.839,1,647.1,38.8,66,0,0.3357,yellow
10,3.2,0.29,13.8,9,0.869,1,798.7,296.7,84,1,0.4276,yellow
15,4.21,0.0,0.0,3,0.901,1,698.5,469.8,83,1,0.4761,yellow
0,0.0,0.0,54.02,10,0.38,0,233.9,342.1,49,1,0.2264,green
8,9.21,0.0,0.0,3,0.42,0,747.0,181.1,58,0,0.2517,yellow
15,2.15,0.0,0.0,3,0.547,0,519.7,27.4,23,0,0.2842,yellow
8,5.43,82.42,540.2,7,0.58,0,282.7,30.4,59,1,0.4268,yellow
16,5.55,3.7,78.68,1,0.047,0,511.9,131.5,26,1,0.3268,yellow
5,8.72,0.0,0.0,8,0.079,0,549.6,323.6,17,0,0.2212,green
6,9.95,0.0,29.87,3,0.811,1,551.5,396.1,34,0,0.3364,yellow
7,7.74,0.05,0.17,1,0.063,0,765.5,492.4,34,0,0.1467,green
12,1.48,12.72,85.5,8,0.721,1,396.2,318.5,18,1,0.4023,yellow
12,9.17,0.0,0.0,7,0.196,0,755.6,61.7,48,0,0.3351,yellow
13,1.36,0.68,32.32,1,0.641,0,778.3,483.6,67,1,0.3466,yellow
7,1.6,0.0,1.86,3,0.69,1,540.7,220.5,72,0,0.3057,yellow
11,1.97,0.0,49.61,0,0.0,0,793.0,303.6,20,0,0.1267,green
2,6.09,0.0,0.0,11,0.914,1,420.8,338.6,10,0,0.3652,yellow
11,9.73,0.0,2.03,9,0.891,1,573.5,495.2,88,0,0.483,orange
8,4.27,16.37,43.84,2,0.55,0,671.7,148.5,49,0,0.2663,yellow
12,1.18,0.0,0.0,5,0.052,0,259.6,353.9,50,0,0.2332,green
11,8.67,0.0,0.0,7,0.209,0,608.1,188.6,56,0,0.298,yellow
0,0.0,0.0,0.26,3,0.264,0,239.8,17.0,11,0,0.0807,green
8,2.69,0.0,0.0,5,0.926,1,689.4,375.1,7,0,0.2944,yellow
8,9.61,0.0,0.0,6,0.671,0,478.0,417.2,21,0,0.3188,yellow
8,7.47,0.34,222.56,9,0.408,0,381.0,49.3,68,1,0.4104,yellow
1,1.81,0.0,0.0,7,0.156,0,303.4,261.1,66,0,0.1485,green
8,7.22,0.0,39.84,10,0.043,0,631.7,476.8,0,1,0.2903,yellow
0,0.0,0.0,0.32,2,0.404,0,692.5,292.8,67,0,0.0986,green
7,8.51,10.79,62.22,9,0.059,0,774.6,82.4,18,1,0.3389,yellow
9,4.78,0.82,116.43,8,0.535,0,733.0,262.2,67,1,0.3742,yellow
17,8.73,0.0,0.0,4,0.109,0,450.2,384.5,61,0,0.3294,yellow
14,6.38,0.0,2.11,11,0.085,0,388.3,332.3,63,0,0.3426,yellow
16,7.7,15.08,12.16,0,0.0,0,433.0,480.4,63,0,0.2847,yellow
15,8.29,0.22,50.21,10,0.931,1,271.7,24.8,44,1,0.5481,orange
11,7.06,0.0,0.0,0,0.0,0,360.6,445.6,44,0,0.1883,green
2,9.53,0.0,0.0,8,0.128,0,207.3,318.8,16,0,0.1603,green
12,2.02,0.0,10.78,10,0.32,0,400.4,421.5,87,1,0.4145,yellow
11,8.48,0.0,47.8,9,0.733,1,510.9,15.6,37,1,0.4989,orange
3,1.12,0.0,0.0,4,0.499,0,387.2,461.5,20,0,0.1464,green
15,4.38,0.0,0.0,3,0.688,1,541.5,193.5,2,0,0.325,yellow
16,6.3,0.0,110.43,2,0.564,0,589.5,160.5,42,1,0.4148,yellow
3,5.0,0.0,0.0,0,0.0,0,745.7,116.5,11,0,0.0473,green
16,7.36,1.44,62.17,7,0.885,1,348.3,453.2,18,1,0.482,orange
8,4.03,0.0,0.0,11,0.75,1,200.7,385.2,79,0,0.4226,yellow
17,8.0,0.0,0.0,5,0.765,1,310.1,340.1,47,0,0.4411,yellow
12,2.73,1.51,21.29,1,0.157,0,535.4,335.2,39,0,0.2125,green
2,3.03,0.0,59.58,2,0.949,1,397.5,350.0,19,1,0.2917,yellow
15,8.29,0.0,0.0,1,0.97,1,371.1,76.8,8,0,0.4273,yellow
10,6.41,0.0,0.0,8,0.433,0,743.2,292.3,37,0,0.3381,yellow
6,9.92,12.74,48.68,10,0.659,0,676.4,23.5,28,0,0.3205,yellow
12,2.14,0.0,0.0,7,0.454,0,729.4,82.5,12,0,0.2639,yellow
17,4.59,5.34,17.37,11,0.13,0,278.2,343.8,66,1,0.4222,yellow
6,8.74,5.93,27.49,6,0.77,1,528.9,274.4,12,1,0.3901,yellow
10,9.99,0.0,0.0,5,0.149,0,441.1,373.9,35,0,0.2424,yellow
0,0.0,2.26,32.56,8,0.814,1,594.6,409.4,32,0,0.2763,yellow
0,0.0,3.31,58.31,2,0.934,1,317.0,423.5,50,0,0.2046,green
7,3.54,0.0,0.0,1,0.78,1,777.9,254.3,48,0,0.296,yellow
7,2.22,0.0,18.86,9,0.882,1,711.2,258.1,45,0,0.3294,yellow
0,0.0,0.0,0.0,0,0.0,0,534.0,140.1,56,0,0.0339,green
15,7.66,0.0,2.21,3,0.374,0,283.3,441.8,12,0,0.3121,yellow
12,6.87,6.63,53.93,6,0.525,0,720.2,317.1,46,1,0.3995,yellow
12,2.22,0.0,7.65,8,0.656,0,709.1,154.8,51,0,0.3163,yellow
17,3.41,65.53,462.84,7,0.669,0,648.9,102.6,78,1,0.5488,orange
7,1.53,0.0,99.53,11,0.782,1,367.4,80.7,89,1,0.4184,yellow
13,6.78,0.0,0.0,4,0.455,0,205.4,203.8,80,0,0.345,yellow
14,3.49,0.0,0.0,4,0.733,1,256.3,474.7,85,0,0.3904,yellow
3,6.62,0.0,42.64,10,0.487,0,775.7,369.0,31,1,0.3194,yellow
13,3.91,1.16,18.06,2,0.551,0,576.4,245.8,77,1,0.3525,yellow
7,1.26,0.0,0.0,7,0.384,0,649.8,457.5,49,0,0.2267,green
0,0.0,0.0,0.13,5,0.711,1,639.1,96.8,20,0,0.1513,green
12,4.64,96.41,187.14,2,0.961,1,315.0,472.3,83,1,0.4789,yellow
2,7.99,2.83,9.81,4,0.889,1,382.4,333.8,80,1,0.3809,yellow
12,7.86,0.0,0.11,10,0.684,1,678.7,96.4,18,0,0.4108,yellow
3,2.28,10.36,12.04,0,0.0,0,644.8,461.9,50,1,0.1362,green
14,5.64,0.0,4.95,6,0.398,0,717.1,172.1,1,0,0.3021,yellow
0,0.0,2.03,92.05,9,0.336,0,661.7,139.9,60,1,0.2463,yellow
2,8.42,0.17,9.77,9,0.056,0,418.0,478.7,18,1,0.2363,green
6,7.84,0.0,36.15,7,0.799,1,789.1,405.2,74,1,0.4129,yellow
5,1.28,0.0,0.0,2,0.751,1,346.9,11.4,61,0,0.2494,yellow
15,6.77,0.0,0.0,4,0.388,0,502.0,171.1,19,0,0.3358,yellow
2,5.04,0.0,0.0,9,0.169,0,654.4,34.8,0,0,0.1754,green
8,2.96,26.85,226.55,1,0.772,1,276.1,454.4,63,1,0.3759,yellow
15,1.28,0.0,27.9,1,0.332,0,730.5,396.0,88,0,0.256,yellow
13,1.73,6.81,63.89,10,0.207,0,667.7,404.2,46,1,0.3405,yellow
8,1.26,17.46,64.42,10,0.886,1,590.5,80.6,32,1,0.414,yellow
11,8.0,0.0,0.0,0,0.0,0,525.7,53.5,83,0,0.2143,green
17,9.01,0.54,0.0,1,0.255,0,365.8,326.2,74,1,0.3485,yellow
10,3.31,4.99,5.41,5,0.213,0,222.8,249.4,68,1,0.2632,yellow
3,8.94,0.91,0.0,5,0.085,0,357.1,71.7,72,0,0.189,green
13,7.35,0.0,24.14,9,0.265,0,239.9,264.5,59,0,0.3184,yellow
11,7.02,0.0,0.0,0,0.0,0,636.3,17.9,9,0,0.2215,green
7,7.58,0.0,0.0,6,0.139,0,470.9,198.6,10,0,0.2365,green
3,3.84,0.0,0.0,11,0.538,0,220.0,207.7,65,0,0.2766,yellow
3,8.14,0.0,1.75,0,0.0,0,307.3,280.4,54,1,0.1596,green
0,0.0,0.0,0.0,5,0.09,0,733.0,455.7,34,0,0.1077,green
13,4.18,0.34,179.22,6,0.837,1,630.0,181.6,53,1,0.4841,orange
9,1.58,12.94,60.95,5,0.498,0,525.3,157.3,35,1,0.2857,yellow
11,5.42,0.0,0.0,1,0.922,1,488.3,16.9,34,0,0.3785,yellow
3,8.34,0.17,37.88,5,0.25,0,479.1,286.2,21,1,0.2594,yellow
12,4.92,21.64,40.48,2,0.308,0,740.2,291.5,8,1,0.3228,yellow
10,7.66,0.0,2.61,6,0.138,0,690.1,282.1,55,0,0.2246,green
5,9.14,0.0,0.0,3,0.909,1,747.6,66.2,53,0,0.3406,yellow
8,1.51,0.0,0.0,3,0.644,0,296.2,126.9,69,0,0.2171,green
6,8.33,0.0,0.0,1,0.882,1,405.9,429.6,62,0,0.334,yellow
5,3.05,0.0,0.0,4,0.022,0,327.1,272.8,83,0,0.1642,green
7,9.24,0.0,0.0,3,0.277,0,200.4,434.0,11,0,0.2076,green
4,6.95,0.0,0.0,8,0.66,0,333.2,483.1,6,0,0.2574,yellow
4,1.54,11.8,51.6,11,0.647,0,708.4,201.5,1,1,0.2898,yellow
16,8.73,0.0,0.34,9,0.445,0,635.7,344.3,70,0,0.431,yellow
13,1.11,0.53,19.94,7,0.009,0,338.0,215.6,17,1,0.2614,yellow
13,9.41,0.0,169.46,9,0.986,1,209.0,259.0,84,1,0.5674,orange
7,5.26,0.0,34.81,3,0.706,1,539.5,463.4,41,1,0.3597,yellow
11,5.55,0.0,11.57,4,0.982,1,767.8,486.8,21,0,0.3932,yellow
16,3.28,0.0,0.0,6,0.916,1,578.0,423.2,52,0,0.4163,yellow
3,6.9,19.73,30.97,0,0.0,0,313.2,211.2,38,1,0.1919,green
9,4.54,0.0,0.0,9,0.108,0,259.6,427.9,31,0,0.2762,yellow
13,8.46,0.0,0.0,9,0.92,1,517.5,355.5,45,0,0.4858,orange
2,9.07,0.0,9.88,8,0.222,0,546.3,139.8,35,0,0.2331,green
14,3.97,0.0,11.82,11,0.924,1,296.7,302.6,59,0,0.4315,yellow
13,3.08,3.87,79.81,6,0.625,0,500.4,198.0,30,0,0.3258,yellow
17,7.69,0.0,8.45,9,0.18,0,534.0,423.0,82,0,0.4102,yellow
17,8.46,52.59,123.68,4,0.897,1,290.2,200.0,13,1,0.5543,orange
2,6.74,0.0,8.72,1,0.626,0,383.0,312.8,26,0,0.143,green
0,0.0,0.0,5.49,6,0.559,0,275.6,102.7,14,0,0.1468,green
14,7.41,0.0,14.93,9,0.11,0,361.4,479.7,59,1,0.4037,yellow
12,3.1,13.92,93.67,8,0.455,0,532.3,70.0,7,1,0.3374,yellow
8,9.55,0.0,0.0,0,0.0,0,642.4,452.0,77,0,0.2173,green
4,5.7,31.7,47.91,11,0.445,0,401.3,238.6,42,1,0.3286,yellow
13,9.99,0.0,50.05,4,0.753,1,640.8,19.7,4,0,0.411,yellow
13,5.87,0.0,0.0,5,0.564,0,424.3,77.6,76,0,0.3227,yellow
3,6.1,1.63,16.7,3,0.337,0,719.2,31.3,27,1,0.2159,green
5,7.71,0.0,0.0,5,0.812,1,520.2,174.7,55,0,0.3342,yellow
17,4.65,0.0,0.0,8,0.992,1,651.9,481.4,3,0,0.4667,yellow
1,6.38,0.0,0.0,1,0.714,1,724.2,475.2,59,0,0.1988,green
14,4.45,0.0,3.59,4,0.915,1,757.2,344.9,87,0,0.4639,yellow
11,5.61,9.76,192.27,4,0.953,1,567.6,402.4,64,1,0.4709,yellow
5,4.89,2.87,41.68,8,0.312,0,225.5,328.4,72,1,0.293,yellow
16,1.29,0.0,18.38,9,0.099,0,340.5,103.7,85,0,0.3237,yellow
13,4.77,0.0,3.89,5,0.921,1,536.0,32.1,30,1,0.4594,yellow
16,6.72,0.0,7.91,11,0.344,0,452.9,405.2,26,0,0.3877,yellow
14,7.68,0.0,0.0,1,0.169,0,499.7,365.4,12,0,0.3066,yellow
0,0.0,0.0,0.0,4,0.4,0,448.5,147.6,6,0,0.0891,green
17,9.42,0.0,0.0,8,0.595,0,695.0,277.2,56,0,0.418,yellow
9,8.43,0.0,0.0,9,0.98,1,797.7,243.5,73,0,0.4166,yellow
1,6.74,8.46,28.9,9,0.866,1,414.7,252.4,80,1,0.4093,yellow
6,8.36,0.0,0.0,0,0.0,0,583.2,292.4,80,0,0.173,green
2,6.8,0.0,0.0,7,0.786,1,314.6,328.6,55,0,0.3404,yellow
3,8.52,0.0,0.42,0,0.0,0,439.0,412.6,78,0,0.1526,green
11,9.2,0.0,0.0,6,0.064,0,375.9,295.1,8,0,0.2465,yellow
11,7.96,0.0,6.75,4,0.221,0,290.7,80.8,48,0,0.2997,yellow
17,8.0,0.0,0.0,4,0.751,1,290.2,401.5,85,0,0.4824,orange
8,7.32,0.0,56.71,11,0.416,0,469.7,448.6,72,1,0.3955,yellow
6,6.49,0.0,0.0,7,0.573,0,216.9,52.5,56,0,0.2571,yellow
